TANGGAL,QTY,YEAR,MONTH,DAY,DAYOFWEEK,DAYOFYEAR,WEEKOFYEAR,QUARTER,IS_MONTH_START,IS_MONTH_END,MONTH_SIN,MONTH_COS,DOW_SIN,DOW_COS,LAG_1,LAG_2,LAG_3,LAG_7,LAG_14,LAG_28,ROLLING_MEAN_3,ROLLING_STD_3,ROLLING_MEAN_7,ROLLING_STD_7,ROLLING_MEAN_14,ROLLING_STD_14,EXPANDING_MEAN,EXPANDING_STD,KATEGORI_AIR MINERAL,KATEGORI_MINUMAN TEH,KATEGORI_ROKOK,KATEGORI_SUSU
2024-02-10,395,2024,2,10,5,41,6,1,0,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,390.0,568.0,434.0,547.0,588.0,148.0,464.0,92.71461589199397,520.1428571428571,85.54029960868088,504.5,106.00344696862821,439.10714285714283,149.36962338954464,1,0,0,0
2024-02-13,617,2024,2,13,1,44,7,1,0,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,395.0,390.0,568.0,585.0,491.0,257.0,451.0,101.3558089109844,498.42857142857144,96.2130572269295,490.7142857142857,106.85535051678947,437.58620689655174,146.90655855275085,1,0,0,0
2024-02-14,702,2024,2,14,2,45,7,1,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,617.0,395.0,390.0,490.0,467.0,209.0,467.3333333333333,129.63924302977597,503.0,101.62020796409882,499.7142857142857,112.06071745087304,443.56666666666666,148.02135990628432,1,0,0,0
2024-02-15,510,2024,2,15,3,46,7,1,0,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,702.0,617.0,395.0,627.0,432.0,529.0,571.3333333333334,158.5128806543282,533.2857142857143,125.81165060745157,516.5,123.77196774714379,451.9032258064516,152.75609204190184,1,0,0,0
2024-02-16,507,2024,2,16,4,47,7,1,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,510.0,702.0,617.0,434.0,260.0,474.0,609.6666666666666,96.20984010657789,516.5714285714286,118.86667200811902,522.0714285714286,121.40869585236237,453.71875,150.62262914745028,1,0,0,0
2024-02-17,405,2024,2,17,5,48,7,1,0,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,507.0,510.0,702.0,568.0,668.0,509.0,573.0,111.7273466972162,527.0,113.49596174901278,539.7142857142857,95.59886430885496,455.3333333333333,148.5403284184692,1,0,0,0
2024-02-20,630,2024,2,20,1,51,8,1,0,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,405.0,507.0,510.0,390.0,516.0,622.0,474.0,59.7745765355134,503.7142857142857,120.20498365391565,520.9285714285714,94.28228015724035,453.8529411764706,146.52688911429055,1,0,0,0
2024-02-21,550,2024,2,21,2,52,8,1,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,630.0,405.0,507.0,395.0,547.0,412.0,514.0,112.66321493726312,538.0,116.53611743432467,529.0714285714286,98.64580328374092,458.8857142857143,147.3945827539469,1,0,0,0
2024-02-22,679,2024,2,22,3,53,8,1,0,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,550.0,630.0,405.0,617.0,585.0,230.0,528.3333333333334,114.05408073950393,560.1428571428571,98.10441473489477,529.2857142857143,98.69099294217325,461.4166666666667,146.06522515643488,1,0,0,0
2024-02-23,656,2024,2,23,4,54,8,1,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,679.0,550.0,630.0,702.0,490.0,98.0,619.6666666666666,65.11784189708132,569.0,106.53012093613108,536.0,105.72024040253234,467.2972972972973,148.3979007160713,1,0,0,0
2024-02-24,367,2024,2,24,5,55,8,1,0,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,656.0,679.0,550.0,510.0,627.0,334.0,628.3333333333334,68.80649194177303,562.4285714285714,98.0388649853674,547.8571428571429,109.40880089958809,472.2631578947368,149.5453802968737,1,0,0,0
2024-02-27,713,2024,2,27,1,58,9,1,0,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,367.0,656.0,679.0,507.0,434.0,424.0,567.3333333333334,173.87447579599853,542.0,122.60505699195303,529.2857142857143,116.76105025710784,469.56410256410254,148.5241066507733,1,0,0,0
2024-02-28,679,2024,2,28,2,59,9,1,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,713.0,367.0,656.0,405.0,568.0,487.0,578.6666666666666,185.51100596280878,571.4285714285714,136.7148579377985,549.2142857142857,122.89531415704276,475.65,151.57608735024888,1,0,0,0
2024-03-01,822,2024,3,1,4,61,9,1,1,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,679.0,713.0,367.0,630.0,390.0,499.0,586.3333333333334,190.70745484467375,610.5714285714286,119.22927093469572,557.1428571428571,127.68763396716166,480.609756097561,153.0016140517447,1,0,0,0
2024-03-02,1200,2024,3,2,5,62,9,1,0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,822.0,679.0,713.0,550.0,395.0,588.0,738.0,74.7060907824786,638.0,143.96295819874413,588.0,136.1096842764912,488.73809523809524,160.042076711828,1,0,0,0
2024-03-03,1026,2024,3,3,6,63,9,1,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1200.0,822.0,679.0,679.0,617.0,491.0,900.3333333333334,269.1882860254756,730.8571428571429,249.02973622402905,645.5,202.26477316017832,505.27906976744185,191.7513674852084,1,0,0,0
2024-03-06,774,2024,3,6,2,66,10,1,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,1026.0,1200.0,822.0,656.0,702.0,467.0,1016.0,189.1983086605161,780.4285714285714,270.5900079104037,674.7142857142857,225.97870170963796,517.1136363636364,205.12437700644782,1,0,0,0
2024-03-07,690,2024,3,7,3,67,10,1,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,774.0,1026.0,1200.0,367.0,510.0,432.0,1000.0,214.18683432928344,797.2857142857143,265.1676917761753,679.8571428571429,227.4618673512134,522.8222222222222,206.36422885155022,1,0,0,0
2024-03-08,776,2024,3,8,4,68,10,1,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,690.0,774.0,1026.0,713.0,507.0,260.0,830.0,174.8599439551549,843.4285714285714,197.2070461408997,692.7142857142857,222.14736223833592,526.4565217391304,205.54174558649638,1,0,0,0
2024-03-09,805,2024,3,9,5,69,10,1,0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,776.0,690.0,774.0,679.0,405.0,668.0,746.6666666666666,49.0849603578657,852.4285714285714,191.6210297634864,711.9285714285714,216.40789985783556,531.7659574468086,206.52826027973052,1,0,0,0
2024-03-10,574,2024,3,10,6,70,10,1,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,805.0,776.0,690.0,822.0,630.0,516.0,757.0,59.808026217221986,870.4285714285714,178.05229301421235,740.5,198.4264056559466,537.4583333333334,208.09070836488942,1,0,0,0
2024-03-13,322,2024,3,13,2,73,11,1,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,574.0,805.0,776.0,1200.0,550.0,547.0,718.3333333333334,125.834547455511,835.0,210.93205857179044,736.5,201.36791815365797,538.204081632653,205.9778486868428,1,0,0,0
2024-03-14,401,2024,3,14,3,74,11,1,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,322.0,574.0,805.0,1026.0,679.0,585.0,567.0,241.5760749743234,709.5714285714286,218.6213295044326,720.2142857142857,225.39748772452484,533.88,206.14534599032166,1,0,0,0
2024-04-04,39,2024,4,4,3,95,14,2,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,401.0,322.0,574.0,774.0,656.0,490.0,432.3333333333333,128.88884099615936,620.2857142857143,194.1036787267004,700.3571428571429,241.01248200770922,531.2745098039215,204.91999203897834,1,0,0,0
2024-04-05,108,2024,4,5,4,96,14,2,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,39.0,401.0,322.0,690.0,367.0,627.0,254.0,190.3391709554287,515.2857142857143,277.8331119489507,656.2857142857143,299.1481311918968,521.8076923076923,214.0773214226844,1,0,0,0
2024-04-06,159,2024,4,6,5,97,14,2,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,108.0,39.0,401.0,776.0,713.0,434.0,182.66666666666666,192.20388480291768,432.14285714285717,302.7966471475694,637.7857142857143,325.2814588514498,514.0,219.4963640841321,1,0,0,0
2024-04-10,219,2024,4,10,2,101,15,2,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,159.0,108.0,39.0,805.0,679.0,568.0,102.0,60.224579699653475,344.0,274.49954462621645,598.2142857142857,348.3102460056659,507.4259259259259,222.71825012289798,1,0,0,0
2024-04-11,114,2024,4,11,3,102,15,2,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,219.0,159.0,108.0,574.0,822.0,390.0,162.0,55.56077753235565,260.2857142857143,185.35885401540708,565.3571428571429,361.5482959850183,502.1818181818182,224.047704155552,1,0,0,0
2024-04-12,125,2024,4,12,4,103,15,2,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,114.0,219.0,159.0,322.0,1200.0,395.0,164.0,52.67826876426291,194.57142857142858,128.3885471824466,514.7857142857143,372.24643999360455,495.25,227.98135888708094,1,0,0,0
2024-04-13,195,2024,4,13,5,104,15,2,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,125.0,114.0,219.0,401.0,1026.0,617.0,152.66666666666666,57.70904030854481,166.42857142857142,116.87579895321642,438.0,328.3110626313924,488.7543859649123,231.19767984977662,1,0,0,0
2024-04-14,170,2024,4,14,6,105,15,2,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,195.0,125.0,114.0,39.0,774.0,702.0,144.66666666666666,43.9355588712975,137.0,60.12487006223213,378.64285714285717,286.2523381544706,483.6896551724138,232.3841501145042,1,0,0,0
2024-04-17,147,2024,4,17,2,108,16,2,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,170.0,195.0,125.0,108.0,690.0,510.0,163.33333333333334,35.47299442298677,155.71428571428572,42.27573884911277,335.5,266.9473442748306,478.3728813559322,233.96395966967492,1,0,0,0
2024-04-18,253,2024,4,18,3,109,16,2,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,147.0,170.0,195.0,159.0,776.0,507.0,170.66666666666666,24.006943440039414,161.28571428571428,37.20535035768887,296.7142857142857,250.41394301664437,472.85,235.88447510003778,1,0,0,0
2024-04-27,860,2024,4,27,5,118,17,2,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,253.0,147.0,170.0,219.0,805.0,405.0,190.0,55.75840743780188,174.71428571428572,50.74351940795039,259.35714285714283,208.9996713809929,469.24590163934425,235.59815051181994,1,0,0,0
2024-04-28,927,2024,4,28,6,119,17,2,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,860.0,253.0,147.0,114.0,574.0,630.0,420.0,384.71937824861374,266.2857142857143,265.9597176802751,263.2857142857143,220.2587389592351,475.5483870967742,238.87081887938928,1,0,0,0
2024-05-02,651,2024,5,2,3,123,18,2,0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,927.0,860.0,253.0,125.0,322.0,550.0,680.0,371.3071504832623,382.42857142857144,351.9790984054108,288.5,272.55959122590264,482.7142857142857,243.6678350231823,1,0,0,0
2024-05-03,694,2024,5,3,4,124,18,2,0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,651.0,927.0,860.0,195.0,401.0,679.0,812.6666666666666,143.9594850412205,457.57142857142856,343.9165873400397,312.0,289.33690769386214,485.34375,242.6397956570767,1,0,0,0
2024-05-04,727,2024,5,4,5,125,18,2,0,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,694.0,651.0,927.0,170.0,39.0,656.0,757.3333333333334,148.5002805833489,528.8571428571429,331.92741604725813,332.92857142857144,306.36540884418406,488.55384615384617,242.12387265930317,1,0,0,0
2024-05-05,570,2024,5,5,6,126,18,2,0,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,727.0,694.0,651.0,147.0,108.0,367.0,690.6666666666666,38.10949138119431,608.4285714285714,296.42753872453505,382.07142857142856,310.7391842998577,492.1666666666667,242.04033887148987,1,0,0,0
2024-05-08,601,2024,5,8,2,129,19,2,0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,570.0,727.0,694.0,253.0,159.0,713.0,663.6666666666666,82.77882176821142,668.8571428571429,219.92985894858123,415.07142857142856,303.849776720647,493.32835820895525,240.3878424331978,1,0,0,0
2024-05-09,559,2024,5,9,3,130,19,2,0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,601.0,570.0,727.0,860.0,219.0,679.0,632.6666666666666,83.15247039825874,718.5714285714286,132.02380737687298,446.64285714285717,298.10468144412175,494.9117647058824,238.94417853662148,1,0,0,0
2024-05-10,332,2024,5,10,4,131,19,2,0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,559.0,601.0,570.0,927.0,114.0,822.0,576.6666666666666,21.77919496522475,675.5714285714286,127.21354375335073,470.92857142857144,291.9179189919173,495.84057971014494,237.30618241298248,1,0,0,0
2024-05-11,435,2024,5,11,5,132,19,2,0,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,332.0,559.0,601.0,651.0,125.0,1200.0,497.3333333333333,144.7146617773515,590.5714285714286,129.96776157039506,486.5,276.83895624046096,493.5,236.3928043977111,1,0,0,0
2024-05-12,477,2024,5,12,6,133,19,2,0,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,435.0,332.0,559.0,694.0,195.0,1026.0,442.0,113.66177897604753,559.7142857142857,138.5853699417972,508.64285714285717,257.416635390614,492.67605633802816,234.8008745814746,1,0,0,0
2024-05-15,697,2024,5,15,2,136,20,2,0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,477.0,435.0,332.0,727.0,170.0,774.0,414.6666666666667,74.60786374996404,528.7142857142857,127.35608123906555,528.7857142857143,241.52916007148139,492.4583333333333,233.14880320649243,1,0,0,0
2024-05-16,506,2024,5,16,3,137,20,2,0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,697.0,477.0,435.0,570.0,147.0,690.0,536.3333333333334,140.71721050864127,524.4285714285714,119.85526986447343,566.4285714285714,221.55107564821074,495.26027397260276,232.75846012773633,1,0,0,0
2024-05-17,538,2024,5,17,4,138,20,2,0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,506.0,697.0,477.0,601.0,253.0,776.0,560.0,119.52823934116968,515.2857142857143,118.22959906570831,592.0714285714286,187.41745435738437,495.4054054054054,231.16209807583013,1,0,0,0
2024-05-19,474,2024,5,19,6,140,20,2,0,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,538.0,506.0,697.0,559.0,860.0,805.0,580.3333333333334,102.29532410297784,506.2857142857143,112.89480986847067,612.4285714285714,161.4314402156839,495.97333333333336,229.64755448138195,1,0,0,0
2024-05-22,367,2024,5,22,2,143,21,2,0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,474.0,538.0,506.0,332.0,927.0,574.0,506.0,31.9999999999986,494.14285714285717,110.83234872459202,584.8571428571429,148.32648870902096,495.6842105263158,228.12535796655408,1,0,0,0
2024-05-23,298,2024,5,23,3,144,21,2,0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,367.0,474.0,538.0,435.0,651.0,322.0,459.6666666666667,86.39637338067625,499.14285714285717,102.79660917142601,544.8571428571429,122.16310480592857,494.012987012987,227.0935636939619,1,0,0,0
